Species,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Brazil,south of minas,80,60 kg,NUCOFFEE,2011,"October 28th, 2011",Other,Washed / Wet,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,0,0.0,None,2,"October 27th, 2012",NUCOFFEE,m,900.0,1200.0,1050.0
Arabica,Ethiopia,limu,1,132 lbs,Specialty Coffee Association,2012,"June 14th, 2011",Other,Washed / Wet,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,0.0,0,0.0,None,1,"June 13th, 2012",Specialty Coffee Association,ft,1097.28,1889.76,1493.52
Arabica,Guatemala,nuevo oriente,250,1,Specialty Coffee Association,December 2009-March 2010,"April 30th, 2010",Other,Washed / Wet,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,0.04,1,0.0,None,1,"April 30th, 2011",Specialty Coffee Association,ft,1341.12,1432.56,1386.84
Arabica,Taiwan,國姓鄉 guoshing township,10,5 kg,Specialty Coffee Association,2016,"August 10th, 2017",Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,0,0.0,Blue-Green,0,"August 10th, 2018",Specialty Coffee Association,m,1000.0,1000.0,1000.0
Arabica,Thailand,chiang rai thailand,20,25 kg,Specialty Coffee Institute of Asia,2015,"November 2nd, 2016",Catimor,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,0,0.0,Green,0,"November 2nd, 2017",Specialty Coffee Institute of Asia,m,1200.0,1200.0,1200.0
Arabica,Colombia,nariño,275,70 kg,Almacafé,2016,"August 5th, 2016",Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,Green,2,"August 5th, 2017",Almacafé,m,2560.0,2560.0,2560.0
Arabica,Guatemala,antigua,230,69 kg,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.11,0,4.0,Green,4,"May 23rd, 2017",Asociacion Nacional Del Café,m,1500.0,1500.0,1500.0
Arabica,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,2015,"April 6th, 2016",Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,Green,1,"April 6th, 2017",Asociacion Nacional Del Café,ft,1099.4136,1099.4136,1099.4136
Arabica,China,yunnan,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Catimor,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,Green,1,"April 6th, 2017",Yunnan Coffee Exchange,m,1400.0,1400.0,1400.0
Arabica,Colombia,huila,275,70 kg,Almacafé,2015,"November 19th, 2015",Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,Green,3,"November 18th, 2016",Almacafé,m,1600.0,1950.0,1775.0
Arabica,Colombia,huila,248,70 kg,Almacafé,2015,"October 26th, 2015",Caturra,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,0.12,4,0.0,Green,2,"October 25th, 2016",Almacafé,m,1600.0,1950.0,1775.0
Arabica,Colombia,cauca,275,2 kg,Almacafé,2015/2016,"June 5th, 2015",Other,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,Green,0,"June 4th, 2016",Almacafé,m,1800.0,1800.0,1800.0
Arabica,Colombia,huila,250,70 kg,Almacafé,2015,"April 29th, 2015",Caturra,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.12,3,0.0,Green,0,"April 28th, 2016",Almacafé,m,442.0,442.0,442.0
Arabica,"Tanzania, United Republic Of",shizingo village,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,Green,7,"December 12th, 2015",Africa Fine Coffee Association,m,1620.0,1620.0,1620.0
Arabica,"Tanzania, United Republic Of",mbeya,65,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,Green,2,"December 12th, 2015",Africa Fine Coffee Association,m,1600.0,1600.0,1600.0
Arabica,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2014,"August 21st, 2014",Bourbon,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,Green,1,"August 21st, 2015",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
Arabica,Colombia,cauca,250,70 kg,Almacafé,2013,"October 1st, 2013",Caturra,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,Green,2,"October 1st, 2014",Almacafé,m,1700.0,1700.0,1700.0
Arabica,United States (Hawaii),kona,7,100 lbs,Specialty Coffee Association,2012,"December 11th, 2012",Hawaiian Kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,84.25,0.11,1,0.0,Bluish-Green,1,"December 11th, 2013",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Mexico,san pedro cotzilnam,10,1 kg,AMECAFE,2012,"September 11th, 2012",Typica,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,Green,1,"September 11th, 2013",AMECAFE,m,1450.0,1450.0,1450.0
Arabica,Mexico,veracruz,20,1 kg,AMECAFE,2012,"April 9th, 2012",Bourbon,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,Green,0,"April 9th, 2013",AMECAFE,m,1170.0,1170.0,1170.0
Arabica,Mexico,"la concordia, chiapas",250,1 kg,AMECAFE,2012,"April 2nd, 2012",Bourbon,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,Bluish-Green,4,"April 2nd, 2013",AMECAFE,m,1400.0,1400.0,1400.0
Arabica,Uganda,kasese,1,60 kg,Africa Fine Coffee Association,2012,"February 13th, 2012",Other,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,0.13,4,0.0,Green,29,"February 12th, 2013",Africa Fine Coffee Association,m,1700.0,1700.0,1700.0
Arabica,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Bourbon,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,84.17,0.13,0,0.0,Green,1,"June 1st, 2018",Asociacion Nacional Del Café,m,1700.0,1700.0,1700.0
Arabica,Colombia,huila,250,70 kg,Almacafé,2016,"August 19th, 2016",Caturra,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.0,0,0.0,Green,2,"August 19th, 2017",Almacafé,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Costa Rica,tarrazu,150,69 kg,Specialty Coffee Association of Costa Rica,2016,"August 19th, 2016",Caturra,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,0.09,0,0.0,Bluish-Green,2,"August 19th, 2017",Specialty Coffee Association of Costa Rica,m,1700.0,1700.0,1700.0
Arabica,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,2016,"June 23rd, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17,0.11,0,0.0,Green,6,"June 23rd, 2017",Asociacion Nacional Del Café,ft,1116.7872,1116.7872,1116.7872
Arabica,Guatemala,solola,377,69 kg,Asociacion Nacional Del Café,2016,"June 1st, 2016",Caturra,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17,0.1,0,1.0,Green,10,"June 1st, 2017",Asociacion Nacional Del Café,m,1565.0,1565.0,1565.0
Arabica,Guatemala,norte,130,69 kg,Asociacion Nacional Del Café,2016,"June 1st, 2016",Bourbon,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,84.17,0.1,0,0.0,Green,2,"June 1st, 2017",Asociacion Nacional Del Café,m,3280.0,3280.0,3280.0
Arabica,Colombia,huila,275,70 kg,Almacafé,2015,"August 18th, 2015",Caturra,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,84.17,0.0,0,0.0,Bluish-Green,0,"August 17th, 2016",Almacafé,m,1600.0,1950.0,1775.0
Arabica,Nicaragua,jinotega,275,2 kg,Specialty Coffee Association of Costa Rica,2015,"August 3rd, 2015",Caturra,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,84.17,0.12,0,0.0,Bluish-Green,0,"August 2nd, 2016",Specialty Coffee Association of Costa Rica,m,900.0,1100.0,1000.0
Arabica,Brazil,cerrado,305,59 kg,Brazil Specialty Coffee Association,2015,"April 24th, 2015",Catuai,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,84.17,0.0,0,0.0,None,16,"April 23rd, 2016",Brazil Specialty Coffee Association,m,1150.0,1150.0,1150.0
Arabica,Costa Rica,tarrazu,320,69 kg,Specialty Coffee Ass,2014,"April 10th, 2015",Caturra,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17,0.0,0,0.0,Blue-Green,0,"April 9th, 2016",Specialty Coffee Association of Costa Rica,m,1850.0,1850.0,1850.0
Arabica,Ethiopia,snnprg; kafa; telo woreda; shada kebele,320,60 kg,METAD Agricultural Development plc,2014,"March 26th, 2015",Gesha,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.1,0,0.0,Green,5,"March 25th, 2016",METAD Agricultural Development plc,m,1545.0,1668.0,1606.5
Arabica,"Tanzania, United Republic Of",arusha,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,0,0.0,Green,0,"December 12th, 2015",Africa Fine Coffee Association,m,1400.0,1400.0,1400.0
Arabica,Colombia,huila,250,1 kg,Almacafé,2014/2015,"October 15th, 2014",Other,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,84.17,0.12,0,0.0,Green,4,"October 15th, 2015",Almacafé,m,1530.0,1530.0,1530.0
Arabica,Guatemala,Unknown,275,5 lbs,Specialty Coffee Association,2013,"July 16th, 2014",Other,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,84.17,0.11,0,0.0,Bluish-Green,0,"July 16th, 2015",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Kenya,kenya,300,18000 kg,Kenya Coffee Traders Association,2013,"November 7th, 2013",SL28,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.08,0,0.0,Green,0,"November 7th, 2014",Kenya Coffee Traders Association,m,1.0,500.0,250.5
Arabica,Brazil,"minas gerais, br",1,2 kg,Specialty Coffee Association,2012,"May 20th, 2013",Mundo Novo,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,Green,3,"May 20th, 2014",Specialty Coffee Association,m,894.0,1183.0,1038.5
Arabica,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2013,"May 9th, 2013",Bourbon,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,84.17,0.11,0,0.0,Green,4,"May 9th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
Arabica,El Salvador,apaneca,275,2 kg,Specialty Coffee Association,2013,"March 18th, 2013",Bourbon,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,84.17,0.11,0,0.0,Bluish-Green,2,"March 18th, 2014",Specialty Coffee Association,m,1500.0,1500.0,1500.0
Arabica,Colombia,huila,250,70 kg,Almacafé,2012,"October 19th, 2012",Caturra,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,84.17,0.0,0,0.0,Green,2,"October 19th, 2013",Almacafé,m,1750.0,1750.0,1750.0
Arabica,Guatemala,guatemala,275,1 kg,Asociacion Nacional Del Café,2012,"March 26th, 2012",Catuai,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,Bluish-Green,2,"March 26th, 2013",Asociacion Nacional Del Café,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Uganda,mt. rwenzori,320,60 kg,Africa Fine Coffee Association,2012,"February 13th, 2012",Other,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,Green,1,"February 12th, 2013",Africa Fine Coffee Association,m,1500.0,1700.0,1600.0
Arabica,Indonesia,aceh tengah,2,2 kg,Specialty Coffee Association of Indonesia,2017,"May 24th, 2017",Mandheling,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13,0.12,0,0.0,Bluish-Green,0,"May 24th, 2018",Specialty Coffee Association of Indonesia,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,huila,275,70 kg,Almacafé,2017 / 2018,"November 9th, 2017",Caturra,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,84.08,0.0,1,3.0,Green,3,"November 9th, 2018",Almacafé,m,442.0,442.0,442.0
Arabica,Taiwan,"nanxi dist., tainan city 臺南市楠西區",10,20 kg,Specialty Coffee Association,2016,"May 18th, 2016",Typica,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08,0.1,0,0.0,Bluish-Green,4,"May 18th, 2017",Specialty Coffee Association,m,968.0,968.0,968.0
Arabica,Guatemala,oriente,50,69 kg,Asociacion Nacional Del Café,2016,"April 27th, 2016",Bourbon,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,84.08,0.1,0,0.0,Green,4,"April 27th, 2017",Asociacion Nacional Del Café,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,huila,200,70 kg,Almacafé,2014,"November 5th, 2014",Caturra,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,84.08,0.0,0,0.0,None,2,"November 5th, 2015",Almacafé,m,1600.0,1950.0,1775.0
Arabica,Guatemala,"aldea xeucalvitz, ixil region, quiche department",1,2 kg,Specialty Coffee Association,2014,"June 16th, 2014",Bourbon,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,84.08,0.1,0,0.0,Bluish-Green,10,"June 16th, 2015",Specialty Coffee Association,m,1550.0,1550.0,1550.0
Arabica,United States (Hawaii),kona,14,100 lbs,Specialty Coffee Association,2012,"January 24th, 2013",Hawaiian Kona,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,84.08,0.11,1,0.0,Green,9,"January 24th, 2014",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Mexico,santo domingo cacalotepec,300,1 kg,AMECAFE,2012,"September 4th, 2012",Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,84.08,0.11,1,0.0,Green,10,"September 4th, 2013",AMECAFE,m,1480.0,1480.0,1480.0
Arabica,Ethiopia,"ethiopia, sidamo",100,60 kg,Specialty Coffee Association,2012,"August 17th, 2012",Other,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,84.08,0.09,0,0.0,None,15,"August 17th, 2013",Specialty Coffee Association,m,1800.0,1800.0,1800.0
Arabica,Costa Rica,Unknown,275,150 lbs,Specialty Coffee Association,2017,"January 11th, 2018",Other,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,84.0,0.08,1,2.0,None,13,"January 11th, 2019",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Ethiopia,sidamo,320,60 kg,Uganda Coffee Development Authority,2017,"June 5th, 2017",Gesha,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,84.0,0.11,3,11.0,Green,1,"June 5th, 2018",Uganda Coffee Development Authority,m,1800.0,1800.0,1800.0
Arabica,Honduras,comayagua,275,66 kg,Instituto Hondureño del Café,2017,"May 11th, 2017",Caturra,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0,0.1,0,0.0,Green,5,"May 11th, 2018",Instituto Hondureño del Café,m,1500.0,1500.0,1500.0
Arabica,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,2015,"June 10th, 2015",Caturra,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,84.0,0.12,0,0.0,Green,7,"June 9th, 2016",Asociacion Nacional Del Café,ft,1658.112,1755.648,1706.88
Arabica,Colombia,huila,250,1 kg,Almacafé,2014/2015,"December 18th, 2014",Other,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,84.0,0.11,2,0.0,Green,7,"December 18th, 2015",Almacafé,m,1600.0,1600.0,1600.0
Arabica,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2014,"August 8th, 2014",Bourbon,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,84.0,0.1,0,0.0,Green,1,"August 8th, 2015",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
Arabica,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2014,"June 27th, 2014",Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,84.0,0.1,0,0.0,Green,0,"June 27th, 2015",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
Arabica,Colombia,huila,250,1 kg,Almacafé,2014,"May 27th, 2014",Other,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,84.0,0.12,0,0.0,Green,0,"May 27th, 2015",Almacafé,m,1480.0,1480.0,1480.0
Arabica,Colombia,santander,250,70 kg,Almacafé,2014,"May 27th, 2014",Caturra,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.0,0.12,0,0.0,Green,0,"May 27th, 2015",Almacafé,m,1450.0,1450.0,1450.0
Arabica,Colombia,huila,138,70 kg,Almacafé,2014,"April 8th, 2014",Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,84.0,0.12,0,0.0,Green,3,"April 8th, 2015",Almacafé,m,1600.0,1950.0,1775.0
Arabica,Ethiopia,sidamo,50,60 kg,Specialty Coffee Association,2013,"January 17th, 2014",Other,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,84.0,0.09,4,0.0,Green,40,"January 17th, 2015",Specialty Coffee Association,m,1550.0,1550.0,1550.0
Arabica,Brazil,south of minas,320,60 kg,Specialty Coffee Association,2013/2014,"January 2nd, 2014",Yellow Bourbon,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.0,0.1,0,0.0,Green,0,"January 2nd, 2015",Specialty Coffee Association,m,1260.0,1260.0,1260.0
Arabica,Colombia,cauca,270,70 kg,Almacafé,2013,"June 21st, 2013",Caturra,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.0,0.11,0,0.0,Green,1,"June 21st, 2014",Almacafé,m,1700.0,1700.0,1700.0
Arabica,Kenya,blend,300,60 kg,Kenya Coffee Traders Association,2012,"March 8th, 2013",SL34,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,84.0,0.0,0,0.0,Green,2,"March 8th, 2014",Kenya Coffee Traders Association,m,1200.0,1200.0,1200.0
Arabica,Thailand,thailand,2,1 kg,Specialty Coffee Association,2012,"June 21st, 2012",Other,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.0,0.12,0,0.0,Green,0,"June 21st, 2013",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Kenya,central kenya,150,9000 kg,Kenya Coffee Traders Association,2012,"May 31st, 2012",SL28,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,84.0,0.0,0,0.0,Bluish-Green,0,"May 31st, 2013",Kenya Coffee Traders Association,m,1650.0,1650.0,1650.0
Arabica,Uganda,kasese,320,60 kg,Africa Fine Coffee Association,2012,"February 13th, 2012",Other,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,84.0,0.1,10,0.0,Green,26,"February 12th, 2013",Africa Fine Coffee Association,m,1700.0,1700.0,1700.0
Arabica,Thailand,Unknown,1,60 kg,Specialty Coffee Association,2011,"August 16th, 2011",Other,Washed / Wet,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,8.0,84.0,0.06,0,0.0,None,0,"August 15th, 2012",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,8.5,83.92,0.0,0,0.0,Green,3,"October 20th, 2018",Brazil Specialty Coffee Association,m,890.0,890.0,890.0
Arabica,Mexico,veracruz,200,69 kg,Centro Agroecológico del Café A.C.,2017,"July 3rd, 2017",Mundo Novo,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,7.83,83.92,0.11,0,0.0,Green,5,"July 3rd, 2018",Centro Agroecológico del Café A.C.,m,1300.0,1300.0,1300.0
Arabica,Thailand,chiangrai,45,40 kg,Specialty Coffee Association,2015,"October 18th, 2016",Catimor,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,83.92,0.1,0,0.0,Bluish-Green,1,"October 18th, 2017",Specialty Coffee Association,m,1350.0,1350.0,1350.0
Arabica,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.83,83.92,0.11,0,2.0,Green,7,"August 16th, 2017",Brazil Specialty Coffee Association,m,934.0,934.0,934.0
Arabica,Taiwan,"leye, alishan township, chiayi county 嘉義阿里山樂野村",20,50 kg,Specialty Coffee Association,2015,"May 18th, 2016",Typica,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,83.92,0.11,0,0.0,Green,3,"May 18th, 2017",Specialty Coffee Association,m,1200.0,1200.0,1200.0
Arabica,Colombia,huila,250,70 kg,Almacafé,2016,"February 11th, 2016",Other,Washed / Wet,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,7.67,83.92,0.11,1,0.0,Green,2,"February 10th, 2017",Almacafé,m,442.0,442.0,442.0
Arabica,Colombia,la plata,226,70 kg,Almacafé,2016,"January 21st, 2016",Other,Washed / Wet,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,7.58,83.92,0.0,1,3.0,None,5,"January 20th, 2017",Almacafé,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Taiwan,台灣,1,2 kg,Blossom Valley International,2014,"November 7th, 2015",Other,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92,0.0,0,0.0,Blue-Green,0,"November 6th, 2016",Blossom Valley International,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,huila,275,2 kg,Almacafé,2015,"August 18th, 2015",Other,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.92,0.0,0,0.0,None,0,"August 17th, 2016",Almacafé,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,huila,275,2 kg,Almacafé,2014,"March 12th, 2015",Other,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,7.67,83.92,0.0,1,0.0,None,1,"March 11th, 2016",Almacafé,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,huila,275,70 kg,Almacafé,2014,"December 12th, 2014",Caturra,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,83.92,0.0,0,0.0,Green,1,"December 12th, 2015",Almacafé,m,1600.0,1950.0,1775.0
Arabica,Taiwan,台中和平區,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",Typica,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,83.92,0.06,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,m,950.0,950.0,950.0
Arabica,Colombia,santander,250,70 kg,Almacafé,2014,"January 17th, 2014",Caturra,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92,0.12,0,0.0,Green,3,"January 17th, 2015",Almacafé,m,1550.0,1550.0,1550.0
Arabica,Mexico,xicotepec de juarez,48,1 kg,AMECAFE,2012,"July 3rd, 2012",Typica,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,83.92,0.12,10,0.0,Blue-Green,32,"July 3rd, 2013",AMECAFE,m,900.0,900.0,900.0
Arabica,Mexico,la concordia,250,1 kg,AMECAFE,2012,"June 6th, 2012",Typica,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.83,83.92,0.11,0,0.0,None,2,"June 6th, 2013",AMECAFE,m,1500.0,1500.0,1500.0
Arabica,Mexico,la yerbabuena,20,1 kg,AMECAFE,2012,"April 2nd, 2012",Typica,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,83.92,0.0,0,0.0,Green,2,"April 2nd, 2013",AMECAFE,m,1400.0,1400.0,1400.0
